"Site_ID","Site_Name","Latitude","Longitude","Elevation","Sample_ID","Type","Start_Date","Start_Time_Zone","Collection_Date","Collection_Time_Zone","Phase","Depth_meters","Sample_Comments","d2H","d18O","D17O","d2H_Analytical_SD","d18O_Analytical_SD","D17O_Analytical_SD","WI_Analysis_Source","Project_ID","Bout","Species","Dex","Dex.off","SlopeShift"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-1","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-44.4195095089,-4.5625943569,NA,0.523080848042439,0.0154095757661947,NA,"SPATIAL",384,"SCBI1","Juglans nigra",-7.9187546537,6.6345792706,-0.85475
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-2","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-45.2368647813,-5.8418490442,NA,0.262857822906887,0.109752811810351,NA,"SPATIAL",384,"SCBI1","Juglans nigra",1.4979275723,16.0512614966,-0.740349999999999
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-3","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-38.2297352152,-2.93207755,NA,0.100805273460755,0.0307988928974914,NA,"SPATIAL",384,"SCBI1","Juglans nigra",-14.7731148152,-0.219780890900003,-1.48985
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"20-196_SCBI1-D-4","Stem","",NA,"2020-08-13 00:00:00",5,NA,NA,"Juglans nigra",-27.5487475204,1.1589027431,NA,0.239929367257799,0.0327191850991027,NA,"SPATIAL",384,"SCBI1","Juglans nigra",-36.8199694652,-22.2666355409,-0.59835
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-A-1","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Acer saccharum",-58.922941075,-4.648755986,NA,0.378218285209151,0.0967576041232906,NA,"SPATIAL",384,"UNDE1","Acer saccharum",-21.732893187,12.4847627919,-8.02695
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-1","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-54.696251802,-5.7925778601,NA,0.641384980060374,0.0166499669061258,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-8.3556289212,25.8620270577,-8.34076666666667
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-2","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-71.9026303545,-5.4383044406,NA,0.23141861029488,0.0838538807482888,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-28.3961948297,5.82146114919999,-7.9361
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-3","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-75.5841809949,-8.2885772643,NA,0.365718708348168,0.0744102273295655,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-9.27556288049999,24.9420930984,-14.63745
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-C-4","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Betula papyrifera",-57.7173582302,-5.7820096025,NA,0.333361934329102,0.0659689246966497,NA,"SPATIAL",384,"UNDE1","Betula papyrifera",-11.4612814102,22.7563745687,-1.49245
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-D-1","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Picea mariana",-54.6784378858,-6.0909332951,NA,0.177872008924352,0.0862845139684667,NA,"SPATIAL",384,"UNDE1","Picea mariana",-5.950971525,28.2666844539,-6.81545
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-D-2","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Picea mariana",-53.8468213307,-5.7694240753,NA,0.0759433774057505,0.0585720789711691,NA,"SPATIAL",384,"UNDE1","Picea mariana",-7.6914287283,26.5262272506,-4.40895
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-D-3","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Picea mariana",-48.0664482544,-4.2281932429,NA,0.203980221666375,0.0223156521496524,NA,"SPATIAL",384,"UNDE1","Picea mariana",-14.2409023112,19.9767536677,-3.9667
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-D-4","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Picea mariana",-56.4486957946,-5.9327346818,NA,0.309075800648464,0.065260068499328,NA,"SPATIAL",384,"UNDE1","Picea mariana",-8.9868183402,25.2308376387,-1.5577
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-D-5","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Picea mariana",-61.6820879272,-6.711948691,NA,0.347175528894833,0.0684483290726459,NA,"SPATIAL",384,"UNDE1","Picea mariana",-7.9864983992,26.2311575797,-5.8017
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-E-1","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Abies balsamea",-52.7226825553,-5.6947871205,NA,0.171147343975115,0.0238816411068396,NA,"SPATIAL",384,"UNDE1","Abies balsamea",-7.1643855913,27.0532703876,-3.66045
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-E-2","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Abies balsamea",-49.3134922357,-5.3667182795,NA,0.0546272642876168,0.0293308958927543,NA,"SPATIAL",384,"UNDE1","Abies balsamea",-6.3797459997,27.8379099792,-1.2981
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-E-3","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Abies balsamea",-44.0397553173,-5.0605903576,NA,0.245098163822303,0.071070425299902,NA,"SPATIAL",384,"UNDE1","Abies balsamea",-3.5550324565,30.6626235224,-3.73095
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-E-4","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Abies balsamea",-50.0521028561,-4.960297303,NA,0.253007301389494,0.0720577775371679,NA,"SPATIAL",384,"UNDE1","Abies balsamea",-10.3697244321,23.8479315468,-5.2167
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-196_UNDE1-E-5","Stem","",NA,"2020-08-27 00:00:00",6,NA,NA,"Abies balsamea",-54.851468478,-5.9045343322,NA,0.219695369126902,0.0288173673072566,NA,"SPATIAL",384,"UNDE1","Abies balsamea",-7.6151938204,26.6024621585,-4.2192
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"20-196_WOOD1-A-3","Stem","",NA,"2020-08-19 00:00:00",6,NA,NA,"Poa pratensis",-64.9587403377,-6.3676587128,NA,0.100569478227734,0.0111329116082644,NA,"SPATIAL",384,"WOOD1","Poa pratensis",-14.0174706353,25.0967969509,-14.18185
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"20-196_WOOD1-A-4","Stem","",NA,"2020-08-19 00:00:00",6,NA,NA,"Poa pratensis",-58.8394222967,-5.7274418702,NA,0.0504501982966318,0.0392664440791279,NA,"SPATIAL",384,"WOOD1","Poa pratensis",-13.0198873351,26.0943802511,-3.30285
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"20-196_WOOD1-A-5","Stem","",NA,"2020-08-19 00:00:00",6,NA,NA,"Poa pratensis",-62.1516628201,-5.9125921934,NA,0.16676713707594,0.0099703874250117,NA,"SPATIAL",384,"WOOD1","Poa pratensis",-14.8509252729,24.2633423133,-1.01585
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"20-196_WOOD1-C-2","Stem","",NA,"2020-08-19 00:00:00",6,NA,NA,"Bromus inermis",-64.9543625189,-7.0433497639,NA,0.234742221024426,0.0200597078176867,NA,"SPATIAL",384,"WOOD1","Bromus inermis",-8.6075644077,30.5067031785,-7.6637
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"20-196_WOOD1-C-3","Stem","",NA,"2020-08-19 00:00:00",6,NA,NA,"Bromus inermis",-70.4898394977,-8.2480789959,NA,0.0630281934776127,0.0119414918042744,NA,"SPATIAL",384,"WOOD1","Bromus inermis",-4.5052075305,34.6090600557,-7.32785
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"20-196_WOOD1-C-4","Stem","",NA,"2020-08-19 00:00:00",6,NA,NA,"Bromus inermis",-70.1015447139,-5.8450727838,NA,0.157089249065429,0.0144049439968927,NA,"SPATIAL",384,"WOOD1","Bromus inermis",-23.3409624435,15.7733051427,-2.10485
"WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"20-196_WOOD1-C-5","Stem","",NA,"2020-08-19 00:00:00",6,NA,NA,"Bromus inermis",-70.4019886047,-8.7100159843,NA,0.140072431473492,0.0323230680131162,NA,"SPATIAL",384,"WOOD1","Bromus inermis",-0.721860730299994,38.3924068559,-1.92935
