"Bout","Species","E.med","E.IQR","X0.10cm.med","X0.10cm.IQR","X10.20cm.med","X10.20cm.IQR","X20.40cm.med","X20.40cm.IQR","X40.cm.med","X40.cm.IQR","GW.med","GW.IQR"
"CPER1","Hesperostipa comata",4.84391972626211,1.3460070872876,0.285023869914524,0.329173706411294,0.158993863958599,0.233775593769748,0.0896424591300748,0.140809649479699,0.2599181200935,0.319080102986496,0.0429106714132423,0.0656431566185073
"CPER1","Eriogonum effusum",9.77148806332341,1.53801474634055,0.216680831809118,0.293072397375362,0.180432618954994,0.262277824041688,0.107154969922716,0.165713673796754,0.257319051122872,0.332470607567146,0.047524213973436,0.0749156114268532
"CPER1","Eriogonum effusum",0.0110491221214155,0.0948217681153293,0.184341970590966,0.224127467234488,0.127109752384834,0.183596832870896,0.174929543885547,0.268983968560669,0.140536364907102,0.197136934801341,0.23024096536122,0.120012807422982
"CPER1","Eriogonum effusum",0.016808789965607,0.13803319757638,0.218670782053882,0.253707968418481,0.17382362878942,0.238072000376031,0.162892543390307,0.210813142549108,0.198830274268516,0.242212157534371,0.120510417498824,0.0997827780246385
"CPER1","Eriogonum effusum",0.485554546811638,1.28711548746253,0.30384352937918,0.367274486736942,0.140509006607594,0.210130001232774,0.0632603513940795,0.0945704045257077,0.319931734927708,0.380643109052275,0.0278627806810981,0.0438324710102116
"CPER1","Eriogonum effusum",0.0134928392595177,0.113710393085636,0.137700875484566,0.183288703225469,0.136022597080214,0.182439379041393,0.16798268548185,0.236527325437025,0.129259805293458,0.17232360720852,0.306979256914733,0.111790756751682
"CPER1","Artemisia frigida",9.48881726031001,1.66604098556321,0.161741997785023,0.231447553964685,0.206248733147596,0.276243366239257,0.15863712630322,0.22977435686964,0.206842612450687,0.278598261264137,0.0688142883807155,0.101953447312833
"CPER1","Artemisia frigida",2.37098688255625,1.48102520531128,0.37353423898497,0.383851594325445,0.104606216348629,0.166685664581299,0.0703782582354018,0.124333675538402,0.230098391846605,0.33197194817875,0.0403428373516589,0.0769774720507067
"CPER1","Artemisia frigida",6.25770556885699,1.31751600672615,0.307356978314912,0.339662533866422,0.133699919128593,0.201306142390155,0.0972616960211822,0.157470229484733,0.22885930174606,0.295637073759364,0.0596706982946358,0.0944700339918679
"CPER1","Elymus elymoides",3.51345299804806,1.32169169191203,0.287137286993028,0.336317710236898,0.149646441980558,0.222770790427323,0.0813342626204833,0.131567962238271,0.278749323726678,0.342257897757162,0.0398399786231965,0.0626991578108855
"CPER1","Elymus elymoides",2.79417934363894,1.33437682548528,0.313494548430727,0.347064022997244,0.132368949620421,0.203952248734473,0.077021924546144,0.12437581868547,0.282808553854237,0.337840425068613,0.0361290666676418,0.0613137533230332
"CPER1","Bouteloua gracilis",0.594944803199457,1.3701392042488,0.338265466175575,0.365748115627729,0.128195379538696,0.189637178584914,0.0597094631723568,0.0916734936600471,0.320122227879821,0.369593641538521,0.0260377113680746,0.0415568236362063
"CPER1","Bouteloua gracilis",7.06638327325494,1.30986372056719,0.290018444879273,0.330897015261568,0.153802803839714,0.223050343226186,0.0934193267579014,0.144865875326401,0.247646201234427,0.312440615995855,0.0508672136596435,0.0805671261205391
"CPER1","Bouteloua gracilis",4.32540279625787,1.30418557374646,0.312579103841667,0.342414797904788,0.142839889124745,0.210142724366685,0.0884354890835259,0.135952345477118,0.253879945306097,0.319150345752526,0.0443641197736273,0.0719347332876794
"CPER1","Hesperostipa comata",3.76136542481239,1.39048981602324,0.249162693077794,0.313165531607755,0.164536838209451,0.241514286904757,0.0855893577367618,0.128712623780638,0.295960879637014,0.339679619236931,0.0392297162060206,0.0623666767873996
"CPER1","Hesperostipa comata",7.16381916651258,1.35940044116721,0.27377947614534,0.319737750084,0.156385915091263,0.229632919367581,0.0971505854601576,0.148384497130993,0.257431019795265,0.315267342681078,0.047493809192414,0.0759936438425261
"CPER1","Hesperostipa comata",4.58591435861564,1.34917515408104,0.259780744985994,0.331704339906809,0.15771236540893,0.231850532728251,0.0879637737927828,0.133806895250379,0.29005927243683,0.337657407646079,0.041596259255117,0.0656377314600642
"CPER1","Hesperostipa comata",4.879074232817,1.34763909706144,0.270525995801753,0.322529537735048,0.163119811443285,0.227631130731449,0.0870491763538432,0.138480784416212,0.268904584886062,0.327185902626241,0.0443751589490637,0.071055886495542
"CPER1","Eriogonum effusum",9.77406315757478,1.54382785107074,0.206189308927261,0.285939114039484,0.190432659993557,0.269704569941973,0.110737682768332,0.166741076406455,0.261043551469953,0.339223356297378,0.0463257524014664,0.0755355831905554
"CPER1","Eriogonum effusum",0.0117080150010448,0.10529350053841,0.182799119594767,0.231827251387079,0.118233744871292,0.182254643903136,0.176737083922809,0.26700720375327,0.146085837332566,0.197799048289494,0.234037731863867,0.117426941943342
"CPER1","Eriogonum effusum",0.0150384441442998,0.131114042950604,0.220073926116021,0.255366678537425,0.173443508043383,0.241354928621154,0.157654047880388,0.214899352949656,0.196755062184613,0.243097969068976,0.121551375544119,0.0980815869350156
"CPER1","Eriogonum effusum",0.510054190291176,1.30057817009705,0.304432544077622,0.359799483589086,0.135090233752621,0.203430703284786,0.0664618973364084,0.10276113804371,0.329257841782237,0.368340827265741,0.0269470845300325,0.0443495727626853
"CPER1","Eriogonum effusum",0.0147995922940296,0.113547896053524,0.146159363787632,0.184193282951545,0.131612837321882,0.177716674008498,0.172554123668117,0.235764724499192,0.127446456920091,0.165266925117001,0.307207722464973,0.114083977952368
"CPER1","Artemisia frigida",9.48661023973001,1.63335535122078,0.158752992850273,0.228735247817639,0.202719804293453,0.277558835134523,0.156952397510337,0.22769738107441,0.215908232759453,0.278533395634172,0.0676556441190673,0.106142174071816
"CPER1","Artemisia frigida",2.34719133317427,1.42147513215432,0.381321489629482,0.396399306331032,0.10248916770748,0.160092256879691,0.0699354802952716,0.12142049483612,0.234317304240485,0.3383560223353,0.0393441505844678,0.0708752818869214
"CPER1","Artemisia frigida",6.25603452022052,1.32207808225422,0.304258146671062,0.340632167921885,0.141803336056363,0.204814915131053,0.100428869385048,0.156846938713819,0.221893719290376,0.290144858518361,0.0591799403551979,0.0971824102907375
"CPER1","Elymus elymoides",3.52454190606882,1.28699322807897,0.284750007602297,0.330762699312693,0.151594166210716,0.216128983664109,0.0853556540964034,0.131785872452574,0.281709638371466,0.335100820890027,0.0396128022670862,0.0640053887473919
"CPER1","Elymus elymoides",2.80121485669801,1.36769147766174,0.313050283684448,0.350761912424413,0.133202438062435,0.201388658410059,0.0791033496103956,0.125002110348727,0.277292561038533,0.342782993590406,0.0373021396459113,0.062154140018443
"CPER2","Bouteloua gracilis",0.107164852137132,0.976757692656995,0.113376555271618,0.17978072100092,0.41180788302184,0.266360970940218,0.0995815817955709,0.152823282965279,0.194585589000562,0.224067530707752,0.0534117834717634,0.0854029167849133
"CPER2","Bouteloua gracilis",0.0373957337555111,0.317416494214251,0.201783914707852,0.271120313981282,0.20980754058955,0.257463111542487,0.158640536544654,0.228749947978012,0.213488358369869,0.234156273406531,0.0720264892853612,0.100659110834196
"CPER2","Bouteloua gracilis",0.0789856908465453,0.68195444154486,0.122670928895867,0.187028656767812,0.259940471011402,0.269245869524013,0.100757413923078,0.161312300351018,0.341541116927876,0.269148127175024,0.0498762459304663,0.079393371832461
"CPER2","Bouteloua gracilis",0.108171710249356,0.93673472021426,0.156805847074541,0.254430025436833,0.318068981613658,0.313451767037769,0.101027609271561,0.163977048856821,0.222216002226973,0.249306714756441,0.0509202822095622,0.0775868575763256
"CPER2","Bouteloua gracilis",0.0707965331409477,0.566596781364613,0.194878734359071,0.282284375762295,0.352014136475489,0.302720810058555,0.137911092185414,0.209309513208789,0.113285615824915,0.155275096480772,0.054831792723959,0.0790111748841548
"CPER2","Hesperostipa comata",0.147411801250004,1.41096580726255,0.127447639608843,0.193795982940849,0.421373579013505,0.281114933094752,0.108157666075788,0.172776110862287,0.155630051281427,0.206416697665521,0.0537004319964918,0.0847598033831835
"CPER2","Hesperostipa comata",0.0211677993536343,0.179618805852362,0.227315177509619,0.258835700963533,0.18473310460778,0.227517088149086,0.204622978098717,0.262657401238778,0.150431366916473,0.18894958806768,0.102084304370896,0.122489902579953
"CPER2","Hesperostipa comata",0.0506174822503132,0.384346857173479,0.175690980753578,0.258212604659598,0.247061977964798,0.273684271395064,0.154049427311668,0.226348377393755,0.200309638344961,0.230265014704813,0.0642363623271786,0.0925647785503126
"CPER2","Hesperostipa comata",0.0811023926458244,0.732071466238922,0.165799087327919,0.256822203156657,0.347330458119727,0.288887800824381,0.119455425410286,0.18953550816802,0.161141231791642,0.207117034873259,0.0534295558362545,0.0816233300054081
"CPER2","Hesperostipa comata",0.0654954660276845,0.50406659672697,0.172747777004674,0.270157101556303,0.378351583764554,0.272776615281631,0.131929543519937,0.19740495757521,0.11306778143906,0.160555193597829,0.0541566026056395,0.0816639401237453
"CPER2","Eriogonum effusum",0.031520168635506,0.25377429205945,0.123868593099898,0.170184889759701,0.13912267261946,0.184859526798618,0.125279319961438,0.182375284748338,0.412446161099998,0.253513507401545,0.0861984107794093,0.11705715240315
"CPER2","Eriogonum effusum",0.0278385920924667,0.229126746442134,0.207576185597163,0.252097222662313,0.192064364183948,0.241269837783837,0.170268113179909,0.236185272625803,0.208273582746316,0.225458361812534,0.0862051702306685,0.109432125224628
"CPER2","Eriogonum effusum",0.0194787730662383,0.16247517512027,0.104310846851385,0.142053306311975,0.104377963485497,0.142941179178552,0.112627005181713,0.15076419259434,0.483375092140084,0.228346294011705,0.102553679884856,0.133503959118333
"CPER2","Eriogonum effusum",0.0238184965666722,0.224836723217025,0.20231484776857,0.238213895964441,0.165788487217213,0.212929138637843,0.165200777985717,0.229910262105067,0.23035501969346,0.240897010131913,0.108785025880388,0.13157309537573
"CPER2","Eriogonum effusum",0.0171037891485718,0.149401433375939,0.110138280702828,0.146033512555171,0.12058445456965,0.165201672097373,0.131153479607896,0.179700452436828,0.346189660737152,0.277951807283401,0.188233625834765,0.192224494396243
"CPER2","Artemisia frigida",0.0577100059122681,0.425669105694625,0.31830779843281,0.373054933768119,0.251617058647582,0.309652283081938,0.154879393709319,0.240451891585254,0.0787877471284901,0.109653509582842,0.0514791860709363,0.0735188970089113
"CPER2","Artemisia frigida",0.11131951142154,1.04620275423314,0.11402778512667,0.175182693570148,0.559504529201442,0.214056470158089,0.0994208988622171,0.151426599091976,0.083766283124911,0.120114387435875,0.0477777144647539,0.0710822842034269
"CPER2","Artemisia frigida",0.34758351629063,2.26225374733561,0.193856549476077,0.260261080502824,0.468827017688484,0.273709724567586,0.12225594790365,0.179378528620515,0.0607472245066248,0.0920309180091919,0.0435807764578955,0.0692395378600719
"CPER2","Artemisia frigida",7.07715839237865,2.12799075751314,0.10653797943341,0.14793763794727,0.111974679102374,0.158560646445143,0.104183845217613,0.149995813110487,0.460376931455391,0.314674059662563,0.0963741177571371,0.167553225202631
"CPER2","Elymus elymoides",0.817713944425317,3.12144175884898,0.101682760985637,0.151327445586533,0.262934949839638,0.309528639243299,0.0834138199916589,0.136325377223002,0.388211661752191,0.290592954090033,0.0463190328762976,0.0810710472653849
"CPER2","Elymus elymoides",1.09642606594593,3.17058822614723,0.0901152988081909,0.138638223823512,0.149352650574215,0.228982147632095,0.0793820077585276,0.128658115810682,0.508702027667376,0.266617571422968,0.041740782227779,0.0696456733891973
"CPER2","Elymus elymoides",0.0893934207975162,0.741249997252864,0.140003625490696,0.219590619397447,0.360279811364436,0.292561733996934,0.138845255214951,0.210540929982165,0.160205119293228,0.204966440512642,0.0552082102140306,0.084469579151892
"CPER2","Elymus elymoides",0.147750302744622,1.39632973009328,0.119195448847847,0.191589867737471,0.361122235012387,0.303945522412233,0.105434352928513,0.167375314246191,0.230932007393047,0.257639047717068,0.0525749814097888,0.0837758348610768
"CPER2","Elymus elymoides",0.0968495431585194,0.943343693870574,0.111809696625065,0.173050465867501,0.447069691852423,0.248673396927432,0.110832950631805,0.172405001431501,0.143141998636925,0.195308055265261,0.0577206148440704,0.0879071926102006
"CPER3","Bouteloua gracilis",4.26599760294099,2.11900918935229,0.216089132240078,0.268348636174631,0.204664712089187,0.283071056344533,0.200734327684335,0.291871291616603,0.142316343190437,0.197181360438591,0.0506881518544384,0.0869090667753865
"CPER3","Bouteloua gracilis",0.542257378492007,1.91704855743096,0.208117951146688,0.249039428119871,0.173250991075596,0.253241890079167,0.252157076456321,0.357823882509696,0.153118898535966,0.217454915880153,0.0417092035819518,0.06294016535647
"CPER3","Bouteloua gracilis",0.155333321845444,1.05200280499922,0.20842610665525,0.240892525121277,0.202595695642679,0.290639772382079,0.240891122676844,0.324921901481615,0.146922840649711,0.193580869740683,0.041554152395061,0.0650323270449428
"CPER3","Bouteloua gracilis",1.50257337964197,2.75584088502834,0.129282479591149,0.176836594947945,0.132822861078475,0.191347233256846,0.245484371904384,0.390739853433769,0.282513620713733,0.331809336095918,0.0405788266355703,0.0684325442012782
"CPER3","Bouteloua gracilis",0.0928638486831282,0.631449761865502,0.0857472159956795,0.109480041223088,0.0957625998481471,0.133340858673023,0.108678897716503,0.175743695388633,0.601897912116991,0.19726148552003,0.0332149188560083,0.0516848798373932
"CPER3","Hesperostipa comata",0.570267913192306,1.96163790182338,0.158646837324555,0.212813108492521,0.159617791632215,0.23238033600244,0.269555119480973,0.365908751417499,0.205976452583242,0.264033847760957,0.03992569507916,0.0623374336926367
"CPER3","Hesperostipa comata",5.42987583394909,1.88942844677104,0.176441459595236,0.223958942313916,0.192829504915918,0.256082211996023,0.21511537984291,0.286193747657433,0.177771316095178,0.229113564044997,0.0660090414836784,0.101329801771292
"CPER3","Hesperostipa comata",6.14980318727463,1.79391463569586,0.139112237677909,0.185406140318328,0.169490487504348,0.228135431400484,0.207542751862818,0.28357234909208,0.24480598123816,0.278454499192455,0.0790330833756689,0.11761967741795
"CPER3","Hesperostipa comata",5.0298277906723,1.70004129834166,0.104458855438766,0.142372260290077,0.127191223649225,0.174192484119564,0.187419253533773,0.28082419304671,0.364916541622916,0.323121506475742,0.0745487065028354,0.11731923953561
"CPER3","Hesperostipa comata",2.98113736059956,2.7454450699171,0.204574966633789,0.257242778360015,0.175446619024701,0.244764051668524,0.236908937703951,0.330060430488262,0.156662417017609,0.221732345558369,0.0472415662118954,0.0789226450561058
"CPER3","Eriogonum effusum",0.0287551470807274,0.237847008003437,0.0850203374260286,0.110317346808385,0.102541511675283,0.133641563174436,0.148120839609749,0.222621264917088,0.530842937479509,0.257443418641432,0.055736041938744,0.0789297364066956
"CPER3","Eriogonum effusum",0.0258977579557229,0.213148278677493,0.117895747773624,0.15263430169333,0.154024059475415,0.187559629870215,0.206659691076521,0.270905309139826,0.332380863495939,0.294748400543514,0.0807748550199925,0.107828558991349
"CPER3","Eriogonum effusum",2.79391299697026,2.99618356751226,0.140762421243211,0.192495879934774,0.140767935394377,0.200715778961232,0.257508482217218,0.378868229627093,0.23466841420998,0.31027181738055,0.0483029246864669,0.0810815428900889
"CPER3","Eriogonum effusum",0.0220998699508339,0.18706188411646,0.0942091277158879,0.123459520950046,0.124455438710998,0.154554421567018,0.185967136548434,0.254944263276824,0.411781538927423,0.310374995777338,0.0928300443210134,0.119886735819064
"CPER3","Eriogonum effusum",0.0202658417019111,0.157857692089228,0.0965849517182142,0.122778008447046,0.122292060690424,0.150959848760695,0.189597860649947,0.262353273462232,0.403705458459164,0.305679202232761,0.0962907759300884,0.117487775623961
"CPER3","Artemisia frigida",0.664499255987692,2.28148479908597,0.543318922069134,0.253941246192463,0.151785680358538,0.206543812847856,0.107183542178597,0.166198646139998,0.0721849676586918,0.10331122831537,0.0371328369145823,0.0543791367264696
"CPER3","Artemisia frigida",5.03527068475051,3.38056860505924,0.512350285118118,0.330780218979442,0.15132341771526,0.237114622465968,0.109645674539023,0.17397242840841,0.0699413497905401,0.106101958805452,0.0387383063707103,0.0618723389727312
"CPER3","Artemisia frigida",4.40003211887077,2.98042223575333,0.417761272850308,0.361333885334071,0.177912790510178,0.262120360267401,0.130378108073397,0.215423655183999,0.0849559910235361,0.126459654403862,0.0409430902872468,0.0673660845072401
"CPER3","Artemisia frigida",4.16557431031502,2.16688380083823,0.194067825484887,0.251975896789468,0.19269881334622,0.261356517850776,0.20396526456297,0.300706414114409,0.171910430400972,0.228135123136247,0.0531129227817011,0.0884686170323228
"CPER3","Elymus elymoides",7.49750031873276,1.79648281966494,0.134552825938881,0.178086131890333,0.163416857842678,0.21620118888901,0.209996590357948,0.287008194220649,0.248841358761614,0.27967313527277,0.0813593416134015,0.124904073077935
"CPER3","Elymus elymoides",3.2174847806729,2.50023137173307,0.148324493550787,0.213397325318491,0.1546744946401,0.218717522248115,0.237423964727355,0.346603182697732,0.218866340483516,0.276188852637946,0.0530107733368967,0.0867490614826623
"CPER3","Elymus elymoides",5.87637853757959,1.8609753434413,0.166944366330169,0.208219133655846,0.178006816235125,0.237000377762027,0.215255101058462,0.29116937455783,0.205468661396388,0.245766491914154,0.0721677356256873,0.111530863881377
"CPER3","Elymus elymoides",7.35814133299579,1.99837864258504,0.231188174971551,0.265613304459935,0.217480883594048,0.282847215881932,0.194073660093931,0.26209652094505,0.137514669603396,0.178414248541091,0.0610836606987204,0.0940662861457112
"CPER5","Bouteloua gracilis",0.0054980769743263,0.0538671939499047,0.0602646543857594,0.0809004264447986,0.056023687979956,0.0843393338676855,0.0582587064792224,0.0864611687627553,0.0468159870888694,0.0690659039573749,0.714934657477291,0.101709419469764
"CPER5","Bouteloua gracilis",0.162960092134838,2.6272542270372,0.0826681562212005,0.139842229329429,0.0751370218408138,0.127984145865527,0.0497622745894244,0.0802690160578612,0.69975944883669,0.269081507422316,0.0344813564435743,0.0524224257333094
"CPER5","Eriogonum effusum",0.0148620855985057,0.122602767464504,0.206225779797425,0.264891149366644,0.180422590895077,0.230355819004974,0.167948714795166,0.234927426531379,0.138869226359662,0.185176765602879,0.158775356603951,0.139214771523562
"CPER5","Eriogonum effusum",0.0220037379760776,0.177240334735432,0.239389301608827,0.292550331727741,0.231114072448895,0.302744368592389,0.129579136480938,0.193186284680825,0.170735348449319,0.232149637567665,0.0686196952012835,0.0831952392889244
"CPER5","Eriogonum effusum",0.0127348101581844,0.108161608168371,0.208532019984151,0.260848217309898,0.209827908686305,0.269747190220588,0.159177239420611,0.23146666656378,0.14391153351563,0.192491988583263,0.1230676752675,0.116927570155235
"CPER5","Eriogonum effusum",0.0118317284803978,0.0978188277605137,0.168508473157225,0.239230822534053,0.262491360862503,0.322940449238499,0.157934464857305,0.259693205621213,0.111026569853107,0.153054173784971,0.143182247922317,0.118186249812237
"CPER5","Artemisia frigida",1.6819646455847,4.6638656962755,0.104012371709875,0.196932998458763,0.0964396807139577,0.18703277706235,0.0575347012913373,0.0949510968350897,0.620616094871957,0.551162048105111,0.0395506492616166,0.061322161233283
"CPER5","Artemisia frigida",0.100876863079654,0.599770959837499,0.271675848782524,0.338653773091616,0.218278940414311,0.29979178317078,0.0947411808221966,0.137451058125628,0.207040703713459,0.301958046104327,0.0400917456896158,0.0605272057017119
"CPER5","Artemisia frigida",3.86030458082999,1.8447161492631,0.163222557493864,0.242810863828477,0.238727163564937,0.283412022309339,0.108123928217805,0.165524885856453,0.273934600015762,0.334375604021221,0.0510927483088194,0.0797736740649096
"CPER5","Artemisia frigida",0.0779256910239642,0.560463889834897,0.20558962938103,0.302602951918827,0.160293214547195,0.222959793455634,0.0819720378722651,0.120525940504687,0.375480557171995,0.319504445841447,0.043452501639387,0.0662396817267213
"CPER7","Eriogonum effusum",0.0146555781175572,0.117954337974205,0.177142212410211,0.233343957661325,0.141934901710152,0.18325223882305,0.165447860964919,0.223081294263691,0.183705920697092,0.243285190315877,0.193228026183543,0.159878493828481
"CPER7","Eriogonum effusum",0.0195658055587188,0.16194910426104,0.157490772920803,0.213711971060388,0.270081772376242,0.281621394649413,0.167579127288361,0.246103600763135,0.179052052968191,0.244328908909787,0.0750557166163893,0.0939764047289742
"CPER7","Eriogonum effusum",0.0163871119112605,0.128389700188411,0.132050624498268,0.188475711744083,0.287638704710821,0.303491589849324,0.170516693381503,0.257358450014703,0.163886877344096,0.239062634280246,0.0908059673888546,0.10887560304726
"CPER7","Eriogonum effusum",0.014950182822038,0.126855707402829,0.193976270867445,0.258597848290797,0.127357696609548,0.163948162611078,0.136601627470708,0.197067431812896,0.150112359424407,0.20735363041594,0.272457319834235,0.186174695551411
"CPER7","Eriogonum effusum",0.0220353057731407,0.175076240194636,0.118695659426456,0.160381802963587,0.133501603975877,0.175289688608961,0.167679525482677,0.230898522381987,0.180080620422487,0.237207079449913,0.269377655459589,0.199890027725154
"CPER7","Artemisia frigida",0.00910019800191873,0.0927659575018078,0.152497756721793,0.25590846293991,0.208237189290984,0.261571012447891,0.125088997816627,0.20707478064183,0.124394716068456,0.229556968714055,0.222799321556094,0.172856405757637
"CPER7","Artemisia frigida",0.0126561058624033,0.11285193731849,0.144941498628567,0.194065006848067,0.244437283874985,0.289443679414334,0.146522534917619,0.239596288220236,0.16804043658773,0.282548009951621,0.123989543019181,0.141993706200032
"CPER7","Artemisia frigida",0.0118098897238221,0.101517025652384,0.0804068817106134,0.124306932309336,0.280988031745685,0.397332636788288,0.111120845288956,0.19642913257682,0.224336876509931,0.451469469781653,0.0965266751469627,0.100409493873002
"CPER4","Bouteloua gracilis",0.0707640677447084,0.553135221447991,0.189851620773967,0.297553218169206,0.0777781094516822,0.120254908029784,0.0634304822546091,0.0950255341315256,0.522319671889832,0.268496444352421,0.0448884576050222,0.0700535880097308
"CPER4","Bouteloua gracilis",0.0821581990537159,2.70593925960017,0.122634026837206,0.23978672031092,0.0746447667815035,0.113179812635744,0.0647235303587204,0.104173681223255,0.592030123149061,0.462519366307094,0.0525245615523598,0.0799589888341714
"CPER4","Bouteloua gracilis",0.162120816377608,3.04181657070764,0.144726580782187,0.324339723401727,0.0714461019888005,0.112867493282674,0.0573463680122588,0.0959980726647117,0.61329268802144,0.630843059757866,0.0453237859909119,0.0675473585875516
"CPER4","Bouteloua gracilis",0.0451779789478761,0.369095942144627,0.53832031027838,0.616812822084623,0.0820722606476784,0.121365637514841,0.0582114574624578,0.0928596407215099,0.151189453540993,0.468029472055844,0.0361475996599935,0.0606957665228138
